occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no,phylum,class,order,family,genus,lng,lat,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,geoplate,paleoage,paleolng,paleolat,paleomodel2,geoplate2,paleoage2,paleolng2,paleolat2,paleomodel3,geoplate3,paleoage3,paleolng3,paleolat3
186016,occ,,,18248,Gomphotherium sp.,genus,43247,,Gomphotherium,genus,43247,Barstovian,,15.97,13.6,781,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Gomphotherium,-103.800003,41.5,US,Nebraska,Banner,based on political unit,1,small collection,,gplates,101,mid,-97.37,44.92,scotese,101,mid,-100.58,42.12,seton,101,mid,-99.87,41.61
186032,occ,,,18250,Gomphotherium sp.,genus,43247,,Gomphotherium,genus,43247,Barstovian,,15.97,13.6,781,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Gomphotherium,-103.800003,41.5,US,Nebraska,Banner,based on political unit,1,small collection,,gplates,101,mid,-97.37,44.92,scotese,101,mid,-100.58,42.12,seton,101,mid,-99.87,41.61
186033,occ,,,18250,Zygolophodon sp.,genus,43277,,Zygolophodon,genus,95509,Barstovian,,15.97,13.6,781,Chordata,Mammalia,Proboscidea,Mammutidae,Zygolophodon,-103.800003,41.5,US,Nebraska,Banner,based on political unit,1,small collection,,gplates,101,mid,-97.37,44.92,scotese,101,mid,-100.58,42.12,seton,101,mid,-99.87,41.61
186037,occ,,,18251,Gomphotherium sp.,genus,43247,,Gomphotherium,genus,43247,Clarendonian,,13.6,10.3,3510,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Gomphotherium,-100.0,42.700001,US,Nebraska,Brown,based on political unit,1,small collection,,gplates,101,mid,-94.74,45.36,scotese,101,mid,-97.36,43.15,seton,101,mid,-96.86,42.61
186047,occ,,,18255,Tetrabelodon n. sp. lulli,species,52203,subjective synonym of,Gomphotherium productum,species,47943,Clarendonian,,13.6,10.3,983,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Gomphotherium,-100.800003,42.799999,US,Nebraska,Cherry,based on political unit,1,small collection,Snake River,gplates,101,mid,-95.57,45.5,scotese,101,mid,-98.16,43.26,seton,101,mid,-97.66,42.74
186092,occ,,,18261,Gomphotherium sp.,genus,43247,,Gomphotherium,genus,43247,Barstovian,,15.97,13.6,3510,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Gomphotherium,-98.0,42.599998,US,Nebraska,Knox,based on political unit,1,small collection,,gplates,101,mid,-91.15,45.69,scotese,101,mid,-94.7,43.14,seton,101,mid,-94.0,42.48
186117,occ,5905.0,,18263,Platybelodon loomisi,species,50396,,Platybelodon loomisi,species,52405,Hemphillian,,10.3,4.9,6294,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Platybelodon,-99.900002,39.299999,US,Kansas,Graham,based on political unit,1,small collection,4.8 km NW of Morland,gplates,101,mid,-96.67,41.13,scotese,101,mid,-98.17,39.61,seton,101,mid,-97.96,39.21
186149,occ,,,18268,Gomphotherium sp.,genus,43247,,Gomphotherium,genus,43247,Clarendonian,,13.6,10.3,1710,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Gomphotherium,-100.599998,43.400002,US,South Dakota,Mellette,stated in text,minutes,outcrop,"7 mi NNW of Mission in the ""NW1/4, NE 1/4 of sec. 35, T 40 N., R 28 W."" (Holman 1973)",gplates,101,mid,-95.31,46.09,scotese,101,mid,-97.95,43.86,seton,101,mid,-97.42,43.33
186221,occ,5936.0,,18275,Gomphotherium cf. willistoni,species,46708,subjective synonym of,Trilophodon osborni,species,52204,Barstovian,,15.97,13.6,6294,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Gomphotherium,-98.5271,40.0238,US,Nebraska,Webster,stated in text,4,small collection,NW 1/4 sec 26 T1N R11W,gplates,101,mid,-91.98,43.15,scotese,101,mid,-95.3,40.57,seton,101,mid,-94.71,39.93
186222,occ,,,18275,Zygolophodon sp.,genus,43277,,Zygolophodon,genus,95509,Barstovian,,15.97,13.6,3510,Chordata,Mammalia,Proboscidea,Mammutidae,Zygolophodon,-98.5271,40.0238,US,Nebraska,Webster,stated in text,4,small collection,NW 1/4 sec 26 T1N R11W,gplates,101,mid,-91.98,43.15,scotese,101,mid,-95.3,40.57,seton,101,mid,-94.71,39.93
186316,occ,5975.0,,18284,Gomphotherium cf. willistoni,species,46708,subjective synonym of,Trilophodon osborni,species,52204,Barstovian,,15.97,13.6,6294,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Gomphotherium,-100.033333,42.783333,US,Nebraska,Brown,stated in text,minutes,small collection,"""SE1/4, SW1/4, Section 33, Township 33 N, Range 23 W"" (Chantell 1964)\r\naltitude given by Holman 1982",gplates,101,mid,-93.26,45.99,scotese,101,mid,-96.74,43.35,seton,101,mid,-96.01,42.74
186317,occ,,,18284,cf. Zygolophodon sp.,genus,43277,,Zygolophodon,genus,95509,Barstovian,,15.97,13.6,3510,Chordata,Mammalia,Proboscidea,Mammutidae,Zygolophodon,-100.033333,42.783333,US,Nebraska,Brown,stated in text,minutes,small collection,"""SE1/4, SW1/4, Section 33, Township 33 N, Range 23 W"" (Chantell 1964)\r\naltitude given by Holman 1982",gplates,101,mid,-93.26,45.99,scotese,101,mid,-96.74,43.35,seton,101,mid,-96.01,42.74
186355,occ,,,18294,Gomphotherium sp.,genus,43247,,Gomphotherium,genus,43247,Clarendonian,,13.6,10.3,3564,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Gomphotherium,-100.800003,42.799999,US,Nebraska,Cherry,based on political unit,1,small collection,,gplates,101,mid,-95.57,45.5,scotese,101,mid,-98.16,43.26,seton,101,mid,-97.66,42.74
186370,occ,5989.0,,18295,Serbelodon cf. barbourensis,species,51515,,Serbelodon barbourensis,species,51515,Clarendonian,Hemphillian,13.6,4.9,6294,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Serbelodon,-101.800003,41.200001,US,Nebraska,Keith,based on political unit,1,small collection,,gplates,101,mid,-98.1,43.31,scotese,101,mid,-99.84,41.56,seton,101,mid,-99.54,41.13
186456,occ,6018.0,,18304,Mammut sp.,genus,43274,,Mammut,genus,43274,Hemphillian,,10.3,4.9,3013,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,-101.400002,36.700001,US,Oklahoma,Texas,based on political unit,1,,"Highway sand, Guymon, Texas County",gplates,101,mid,-98.33,38.58,scotese,101,mid,-99.71,37.02,seton,101,mid,-99.55,36.64
186463,occ,,,18305,Amebelodon fricki,species,43966,,Amebelodon fricki,species,43966,Clarendonian,Hemphillian,13.6,4.9,3510,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Amebelodon,-102.400002,41.400002,US,Nebraska,Garden,based on political unit,1,small collection,NW of Oshkosh,gplates,101,mid,-98.71,43.53,scotese,101,mid,-100.44,41.76,seton,101,mid,-100.13,41.35
186586,occ,,,18321,Torynobelodon n. sp. barnumbrowni,species,52404,recombined as,Platybelodon barnumbrowni,species,52404,Clarendonian,,13.6,10.3,6193,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Platybelodon,-100.800003,42.799999,US,Nebraska,Cherry,based on political unit,1,small collection,,gplates,101,mid,-95.57,45.5,scotese,101,mid,-98.16,43.26,seton,101,mid,-97.66,42.74
186594,occ,6055.0,,18323,Mammut matthewi,species,47868,,Mammut matthewi,species,47937,Hemphillian,,10.3,4.9,6294,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,-103.800003,42.400002,US,Nebraska,Sioux,based on political unit,1,,East Pliohippus Draw,gplates,101,mid,-100.53,44.34,scotese,101,mid,-102.06,42.73,seton,101,mid,-101.74,42.39
186595,occ,6056.0,,18323,Gomphotherium sp.,genus,43247,,Gomphotherium,genus,43247,Hemphillian,,10.3,4.9,6294,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Gomphotherium,-103.800003,42.400002,US,Nebraska,Sioux,based on political unit,1,,East Pliohippus Draw,gplates,101,mid,-100.53,44.34,scotese,101,mid,-102.06,42.73,seton,101,mid,-101.74,42.39
186613,occ,33982.0,,18324,cf. Eubelodon sp.,genus,43245,,Eubelodon,genus,43245,Clarendonian,,13.6,10.3,63362,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Eubelodon,-98.0,42.299999,US,Nebraska,Antelope,based on political unit,1,small collection,,gplates,101,mid,-92.69,44.87,scotese,101,mid,-95.35,42.73,seton,101,mid,-94.89,42.15
186711,occ,6078.0,,18334,Gomphotherium willistoni,species,46708,subjective synonym of,Trilophodon osborni,species,52204,Clarendonian,,13.6,10.3,6294,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Gomphotherium,-100.0,42.700001,US,Nebraska,Brown,based on political unit,1,small collection,,gplates,101,mid,-94.74,45.36,scotese,101,mid,-97.36,43.15,seton,101,mid,-96.86,42.61
186722,occ,,,18338,Gomphotherium sp.,genus,43247,,Gomphotherium,genus,43247,Miocene,,23.03,5.333,3475,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Gomphotherium,-98.800003,39.799999,US,Kansas,Smith,based on political unit,1,,J. R. Billings Farm,gplates,101,mid,-92.77,42.77,scotese,101,mid,-95.79,40.31,seton,101,mid,-95.27,39.7
186754,occ,,,18343,Gomphotherium sp.,genus,43247,,Gomphotherium,genus,43247,Barstovian,,15.97,13.6,781,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Gomphotherium,-103.800003,41.5,US,Nebraska,Banner,based on political unit,1,small collection,,gplates,101,mid,-97.37,44.92,scotese,101,mid,-100.58,42.12,seton,101,mid,-99.87,41.61
186792,occ,6099.0,,18349,Gomphotherium willistoni,species,46708,subjective synonym of,Trilophodon osborni,species,52204,Clarendonian,,13.6,10.3,6294,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Gomphotherium,-100.0,42.700001,US,Nebraska,Brown,based on political unit,1,small collection,Plum Creek,gplates,101,mid,-94.74,45.36,scotese,101,mid,-97.36,43.15,seton,101,mid,-96.86,42.61
186798,occ,6102.0,,18350,Gomphotherium willistoni,species,46708,subjective synonym of,Trilophodon osborni,species,52204,Miocene,,23.03,5.333,6294,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Gomphotherium,-100.800003,42.799999,US,Nebraska,Cherry,based on political unit,1,small collection,,gplates,101,mid,-94.57,45.87,scotese,101,mid,-97.73,43.34,seton,101,mid,-97.07,42.78
186955,occ,6148.0,,18375,Gomphotherium obscurum,species,46693,,Gomphotherium obscurum,species,47940,Miocene,,23.03,5.333,6294,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,-100.800003,35.0,US,Texas,Donley,based on political unit,1,,,gplates,101,mid,-95.27,38.09,scotese,101,mid,-97.9,35.54,seton,101,mid,-97.56,34.98
186971,occ,,,18379,Gomphotherium sp.,genus,43247,,Gomphotherium,genus,43247,Miocene,,23.03,5.333,1791,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Gomphotherium,-100.699997,43.200001,US,South Dakota,Todd,based on political unit,1,small collection,,gplates,101,mid,-94.43,46.26,scotese,101,mid,-97.62,43.74,seton,101,mid,-96.94,43.17
187127,occ,,,18416,Tetrabelodon n. sp. osborni,species,52204,recombined as,Trilophodon osborni,species,52204,Barstovian,,15.97,13.6,985,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Gomphotherium,-98.800003,42.900002,US,Nebraska,Boyd,based on political unit,1,small collection,7 mi. N and 2 mi. E of Bristow,gplates,101,mid,-91.95,46.04,scotese,101,mid,-95.5,43.45,seton,101,mid,-94.77,42.81
187128,occ,6197.0,,18417,Gomphotherium willistoni,species,46708,subjective synonym of,Trilophodon osborni,species,52204,Barstovian,,15.97,13.6,6294,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Gomphotherium,-100.0,42.700001,US,Nebraska,Brown,based on political unit,1,small collection,,gplates,101,mid,-93.24,45.91,scotese,101,mid,-96.71,43.26,seton,101,mid,-95.98,42.66
187135,occ,,,18423,Torynobelodon n. sp. loomisi,species,52405,recombined as,Platybelodon loomisi,species,52405,Hemphillian,,10.3,4.9,990,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Platybelodon,-99.400002,40.200001,US,Nebraska,Harlan,based on political unit,1,small collection,"Sand Canyon, just east of Indian Hill, 2.5 mi SW of Republican City",gplates,101,mid,-93.36,43.2,scotese,101,mid,-96.38,40.72,seton,101,mid,-95.85,40.13
187156,occ,6209.0,,18426,Gomphotherium obscurum,species,46693,,Gomphotherium obscurum,species,47940,Clarendonian,,13.6,10.3,6294,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,-99.800003,43.200001,US,South Dakota,Tripp,based on political unit,1,small collection,,gplates,101,mid,-94.49,45.85,scotese,101,mid,-97.15,43.65,seton,101,mid,-96.64,43.11
187160,occ,,,18428,Eubelodon morrilli,species,46347,,Eubelodon morrilli,species,46347,Clarendonian,,13.6,10.3,3174,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Eubelodon,-99.800003,43.200001,US,South Dakota,Tripp,based on political unit,1,,,gplates,101,mid,-94.49,45.85,scotese,101,mid,-97.15,43.65,seton,101,mid,-96.64,43.11
187241,occ,6231.0,,18442,Gomphotherium cf. willistoni,species,46708,subjective synonym of,Trilophodon osborni,species,52204,Barstovian,,15.97,13.6,6294,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Gomphotherium,-100.800003,42.799999,US,Nebraska,Cherry,based on political unit,1,small collection,,gplates,101,mid,-94.07,46.05,scotese,101,mid,-97.52,43.38,seton,101,mid,-96.78,42.79
187242,occ,,,18442,Zygolophodon sp.,genus,43277,,Zygolophodon,genus,95509,Barstovian,,15.97,13.6,3510,Chordata,Mammalia,Proboscidea,Mammutidae,Zygolophodon,-100.800003,42.799999,US,Nebraska,Cherry,based on political unit,1,small collection,,gplates,101,mid,-94.07,46.05,scotese,101,mid,-97.52,43.38,seton,101,mid,-96.78,42.79
187292,occ,,,18443,Gomphotherium sp.,genus,43247,,Gomphotherium,genus,43247,Barstovian,,15.97,13.6,5714,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Gomphotherium,-98.0,42.599998,US,Nebraska,Knox,based on political unit,1,small collection,,gplates,101,mid,-91.15,45.69,scotese,101,mid,-94.7,43.14,seton,101,mid,-94.0,42.48
187332,occ,,,18448,Amebelodon sp.,genus,43241,,Amebelodon,genus,43241,Late Miocene,,11.608,5.333,1003,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Amebelodon,-99.900002,39.0,US,Kansas,Trego,based on political unit,1,small collection,2 mi N of WaKeeney,gplates,101,mid,-96.68,40.83,scotese,101,mid,-98.18,39.31,seton,101,mid,-97.97,38.91
187420,occ,,,18462,Serridentinus sp.,genus,51518,subjective synonym of,Gomphotherium,genus,43247,Late Miocene,,11.608,5.333,1852,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Gomphotherium,-99.400002,39.799999,US,Kansas,Phillips,based on political unit,1,,6 mi W and 7/8 mi N of Phillipsburg,gplates,101,mid,-93.4,42.8,scotese,101,mid,-96.39,40.32,seton,101,mid,-95.87,39.73
187474,occ,,,18470,Amebelodon ? sp.,genus,43241,,Amebelodon,genus,43241,Clarendonian,,13.6,10.3,1706,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Amebelodon,-102.5,43.299999,US,South Dakota,Shannon,based on political unit,1,small collection,,gplates,101,mid,-97.3,46.07,scotese,101,mid,-99.87,43.78,seton,101,mid,-99.32,43.29
187572,occ,6354.0,,18495,Amebelodon floridanus,species,43965,,Amebelodon floridanus,species,47934,Hemphillian,,10.3,4.9,6294,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Amebelodon,-102.199997,40.099998,US,Colorado,Yuma,based on political unit,1,,,gplates,101,mid,-98.99,42.0,scotese,101,mid,-100.47,40.42,seton,101,mid,-100.23,40.06
187600,occ,,,18496,Amebelodon n. sp. barbourensis,species,43962,recombined as,Serbelodon barbourensis,species,51515,Clarendonian,,13.6,10.3,6193,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Serbelodon,-100.800003,42.799999,US,Nebraska,Cherry,based on political unit,1,small collection,,gplates,101,mid,-95.57,45.5,scotese,101,mid,-98.16,43.26,seton,101,mid,-97.66,42.74
187651,occ,,,18505,Serridentinus floridanus,species,51521,recombined as,Amebelodon floridanus,species,47934,Tortonian,,11.62,7.246,2609,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Amebelodon,-81.800003,27.9,US,Florida,Polk,based on political unit,1,,near Brewster,gplates,109,mid,-78.41,29.29,scotese,109,mid,-79.93,28.09,seton,101,mid,-80.07,27.37
187652,occ,,,18505,Pliomastodon n. sp. sellardsi,species,50578,subjective synonym of,Mammut matthewi,species,47937,Tortonian,,11.62,7.246,2609,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,-81.800003,27.9,US,Florida,Polk,based on political unit,1,,near Brewster,gplates,109,mid,-78.41,29.29,scotese,109,mid,-79.93,28.09,seton,101,mid,-80.07,27.37
187674,occ,6388.0,,18509,Gomphotherium cf. obscurum,species,46693,,Gomphotherium obscurum,species,47940,Tortonian,,11.62,7.246,6294,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,-81.800003,27.9,US,Florida,Polk,based on political unit,1,,,gplates,109,mid,-78.41,29.29,scotese,109,mid,-79.93,28.09,seton,101,mid,-80.07,27.37
187711,occ,6400.0,,18518,Gomphotherium obscurum,species,46693,,Gomphotherium obscurum,species,47940,Burdigalian,Langhian,20.44,13.82,6294,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,-76.5,38.400002,US,Maryland,Calvert,based on political unit,1,,,gplates,109,mid,-68.39,40.19,scotese,109,mid,-72.77,38.6,seton,101,mid,-72.46,37.33
187721,occ,6406.0,,18519,Gomphotherium cf. obscurum,species,46693,,Gomphotherium obscurum,species,47940,Barstovian,,15.97,13.6,6294,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,-76.5,38.400002,US,Maryland,Calvert,based on political unit,1,,,gplates,109,mid,-69.41,40.06,scotese,109,mid,-73.2,38.59,seton,101,mid,-72.98,37.44
187753,occ,6420.0,,18530,Amebelodon floridanus,species,43965,,Amebelodon floridanus,species,47934,Miocene,,23.03,5.333,6294,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Amebelodon,-82.300003,29.1,US,Florida,Marion,based on political unit,1,,Juliette,gplates,109,mid,-76.75,31.11,scotese,109,mid,-79.43,29.38,seton,101,mid,-79.45,28.4
187754,occ,,,18531,cf. Amebelodon sp.,genus,43241,,Amebelodon,genus,43241,Miocene,,23.03,5.333,2372,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Amebelodon,-82.300003,29.1,US,Florida,Marion,based on political unit,1,,,gplates,109,mid,-76.75,31.11,scotese,109,mid,-79.43,29.38,seton,101,mid,-79.45,28.4
187821,occ,,,18544,Serridentinus sp.,genus,51518,subjective synonym of,Gomphotherium,genus,43247,Miocene,,23.03,5.333,3132,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Gomphotherium,-82.199997,27.0,US,Florida,Sarasota,based on political unit,1,,1.5 mi NW of Sarasota courthouse,gplates,109,mid,-76.83,29.01,scotese,109,mid,-79.38,27.28,seton,233,mid,-79.45,26.3
187861,occ,6466.0,,18553,cf. Mammut sp.,genus,43274,,Mammut,genus,43274,Late Hemphillian,,10.3,4.9,6294,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,-82.199997,27.0,US,Florida,Sarasota,based on political unit,1,,Sarasota,gplates,109,mid,-79.24,28.26,scotese,109,mid,-80.55,27.18,seton,233,mid,-80.68,26.55
187885,occ,6473.0,,18554,Gomphotherium sp.,genus,43247,,Gomphotherium,genus,43247,Late Clarendonian,,13.6,10.3,2203,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Gomphotherium,-82.51667,29.549999,US,Florida,Alachua,stated in text,minutes,,"N of Archer; exact coordinate given by Jackson 1976, who places the locality in ""sec. 9, T11S, R18E""",gplates,109,mid,-77.8,31.36,scotese,109,mid,-80.03,29.8,seton,101,mid,-80.11,28.93
187943,occ,,,18560,Amebelodon sp.,genus,43241,,Amebelodon,genus,43241,Hemphillian,,10.3,4.9,2372,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Amebelodon,-82.599998,29.65,US,Florida,Alachua,based on nearby landmark,minutes,,"3 mi N of Newberry (basis of coordinate)\r\n""SW1/4, Sec. 15, T. 9 S., R. 17 E."" (Becker 1985)",gplates,109,mid,-79.51,30.92,scotese,109,mid,-80.93,29.83,seton,101,mid,-81.01,29.2
187988,occ,,,18563,Amebelodon sp.,genus,43241,,Amebelodon,genus,43241,Hemphillian,,10.3,4.9,3432,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Amebelodon,-82.599998,29.4,US,Florida,Levy,based on political unit,1,,2 mi NE of Williston,gplates,109,mid,-79.53,30.67,scotese,109,mid,-80.93,29.58,seton,101,mid,-81.02,28.95
187992,occ,6520.0,,18564,Amebelodon (Konobelodon) n. sp. britti,species,363775,"misspelling of, recombined as",Konobelodon britti,species,363775,Hemphillian,,10.3,4.9,2200,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Konobelodon,-82.300003,29.1,US,Florida,Marion,based on political unit,1,outcrop,"""NW 1/4, NE 1/4 sec. 11, T14S, R19E""",gplates,109,mid,-79.24,30.36,scotese,109,mid,-80.63,29.28,seton,101,mid,-80.73,28.65
188203,occ,6591.0,,18599,Mammut matthewi,species,47868,,Mammut matthewi,species,47937,Late Hemphillian,,10.3,4.9,6294,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,-81.800003,27.9,US,Florida,Polk,based on political unit,1,,,gplates,109,mid,-78.79,29.15,scotese,109,mid,-80.14,28.07,seton,101,mid,-80.26,27.44
188223,occ,,,18601,Platybelodon sp.,genus,43254,,Platybelodon,genus,43254,Hemphillian,,10.3,4.9,6198,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Platybelodon,-82.316666,28.799999,US,Florida,Marion,based on political unit,minutes,small collection,"on the ""Marion/Citrus  County boundary... an underwater fossil locality approximately 8 mile (12.8 km) southeast of Dunnellon in the center of the NE1/2 of NW1/4 of Section 30, T. 17 S., R. 20 E."" (Becker 1985) (coordinate based on the USGS Withlacoochee River coordinate that falls within the Stokes Ferry quad)",gplates,109,mid,-79.27,30.06,scotese,109,mid,-80.65,28.98,seton,101,mid,-80.75,28.35
